Geography,Gender,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Spain,Male,YES,YES,141180.66,NO
France,Female,NO,YES,183421.76,NO
France,Female,YES,YES,132770.11,NO
France,Female,YES,YES,24400.37,NO
Spain,Male,YES,YES,180318.6,NO
France,Female,YES,NO,111565.45,NO
Germany,Female,NO,NO,2002.5,NO
France,Female,NO,NO,82565.01,NO
Spain,Male,NO,YES,121789.3,NO
Spain,Female,YES,NO,193785.87,NO
France,Male,YES,NO,64593.07,NO
Spain,Female,YES,YES,196993.69,NO
France,Male,YES,YES,175518.31,NO
Spain,Male,NO,NO,17268.02,NO
France,Male,YES,NO,60901.72,NO
France,Female,YES,YES,100750.03,NO
France,Male,YES,YES,195224.91,NO
France,Male,NO,NO,3510.18,NO
Spain,Female,YES,YES,81250.79,NO
France,Male,YES,YES,91844.14,YES
Spain,Male,YES,YES,80676.83,NO
Germany,Male,YES,NO,129912.74,NO
France,Female,YES,YES,142029.17,NO
France,Male,YES,YES,137651.6,NO
France,Male,YES,NO,33877.29,NO
Spain,Male,YES,NO,78744.39,NO
France,Male,YES,NO,96734.46,NO
Spain,Female,YES,NO,164756.81,NO
France,Female,YES,YES,164394.65,NO
Spain,Female,NO,YES,162501.83,YES
Germany,Male,NO,NO,10541.38,NO
Germany,Male,YES,YES,59325.21,NO
Spain,Male,NO,YES,178187.28,NO
Spain,Female,YES,NO,142626.49,NO
France,Female,YES,YES,181893.31,YES
France,Male,NO,YES,156858.2,NO
France,Female,YES,NO,33074.51,NO
Germany,Female,YES,NO,50072.94,YES
France,Male,YES,NO,111340.36,NO
France,Female,NO,YES,100496.84,YES
Spain,Male,YES,NO,101371.05,NO
Spain,Male,NO,NO,180934.67,NO
Spain,Male,YES,NO,105152.17,NO
France,Female,YES,YES,706.5,NO
France,Female,YES,YES,101168.9,NO
Spain,Female,YES,YES,6795.61,NO
France,Male,NO,NO,196111.35,NO
Spain,Male,YES,YES,171960.76,NO
France,Female,YES,YES,177497.4,NO
France,Female,NO,YES,147995.96,NO
France,Male,NO,NO,36209.1,NO
Spain,Female,YES,NO,143614.01,NO
Germany,Male,YES,NO,14828.54,NO
France,Male,YES,NO,154775.7,NO
Germany,Female,YES,NO,70529.0,YES
Germany,Male,YES,YES,57896.27,NO
France,Female,YES,YES,69759.91,NO
France,Male,YES,NO,89938.08,NO
France,Male,YES,NO,89578.32,NO
Germany,Female,YES,YES,73464.88,NO
Spain,Female,YES,YES,138542.87,NO
Spain,Female,YES,YES,161888.63,NO
France,Male,NO,NO,86937.2,NO
Germany,Male,YES,YES,42241.54,NO
Germany,Male,NO,YES,121207.66,YES
Germany,Male,YES,YES,102930.46,NO
Germany,Female,YES,YES,65121.63,YES
France,Male,NO,YES,78498.04,YES
Spain,Male,YES,YES,104769.96,NO
France,Male,YES,YES,96498.14,NO
France,Male,YES,NO,38691.34,NO
France,Female,YES,NO,164804.02,NO
Germany,Male,YES,NO,104152.65,YES
Spain,Female,YES,NO,88866.92,NO
France,Female,YES,NO,129890.94,NO
Spain,Female,NO,YES,179258.67,NO
Spain,Male,YES,NO,72051.44,NO
France,Male,YES,YES,74580.8,NO
Spain,Male,YES,YES,123995.15,NO
France,Male,YES,NO,38960.59,NO
France,Male,NO,YES,94951.27,NO
France,Male,YES,YES,56642.97,NO
Germany,Male,YES,YES,50783.1,NO
France,Male,YES,NO,9149.96,YES
France,Female,YES,NO,21006.1,YES
Germany,Female,YES,YES,33759.41,YES
France,Female,YES,NO,196622.28,YES
France,Female,YES,YES,176353.87,YES
France,Male,YES,NO,176943.59,NO
Spain,Male,YES,YES,177966.24,NO
France,Male,YES,NO,162198.32,NO
Germany,Male,NO,NO,197643.24,NO
France,Female,YES,NO,60420.07,NO
France,Male,NO,NO,70550.0,NO
Germany,Female,YES,YES,198798.44,YES
Germany,Female,YES,NO,126310.39,YES
Spain,Male,YES,YES,64515.5,NO
France,Male,YES,YES,158580.05,NO
France,Female,YES,YES,129353.21,NO
France,Male,YES,YES,137273.97,NO
France,Male,YES,YES,171575.54,NO
France,Male,NO,YES,96528.0,YES
Germany,Female,NO,YES,64421.02,NO
France,Male,YES,YES,158444.61,NO
France,Female,YES,YES,66548.58,NO
Spain,Female,NO,NO,108008.05,NO
Spain,Male,YES,NO,128268.39,NO
France,Female,YES,NO,37464.0,YES
Spain,Female,NO,NO,157381.14,YES
Germany,Female,YES,YES,194257.11,NO
France,Male,YES,YES,139059.05,NO
France,Male,NO,YES,40893.61,NO
Germany,Female,YES,YES,40261.49,NO
France,Female,YES,NO,46203.31,NO
France,Male,YES,YES,13126.9,NO
Germany,Male,YES,NO,165675.01,NO
Spain,Female,NO,NO,5459.07,YES
France,Female,YES,NO,131919.48,NO
France,Male,YES,YES,182372.35,NO
France,Male,YES,NO,147600.54,NO
France,Male,NO,NO,92865.41,NO
Germany,Male,YES,NO,67142.97,YES
Germany,Male,YES,YES,65611.01,NO
Germany,Male,YES,NO,138564.48,YES
France,Male,YES,NO,187391.02,YES
France,Male,YES,NO,33656.35,NO
France,Male,YES,NO,100618.17,NO
France,Female,NO,YES,198134.9,NO
France,Male,YES,YES,50368.87,NO
Spain,Female,YES,YES,108787.0,NO
Germany,Male,YES,NO,33099.41,YES
Spain,Female,YES,YES,124550.88,NO
Germany,Female,YES,NO,5159.21,YES
Spain,Male,NO,NO,48228.1,NO
France,Male,YES,NO,108798.36,NO
Germany,Female,NO,YES,21085.12,NO
Germany,Male,YES,YES,28922.25,NO
Spain,Female,YES,YES,62514.65,YES
Spain,Female,NO,NO,177506.66,NO
Spain,Female,YES,NO,90605.05,NO
France,Male,YES,YES,132029.95,NO
Spain,Male,YES,YES,176903.35,NO
Germany,Female,YES,NO,29239.29,YES
France,Female,NO,YES,153662.88,NO
France,Female,YES,NO,154389.18,NO
Spain,Female,YES,YES,166224.39,NO
Germany,Male,YES,YES,21646.2,NO
Germany,Female,YES,NO,171037.63,NO
Spain,Female,YES,YES,112649.22,YES
Germany,Male,YES,YES,193014.26,YES
France,Male,YES,NO,118120.88,NO
France,Female,YES,YES,25650.04,NO
France,Female,YES,YES,113048.79,NO
France,Male,YES,NO,87372.49,NO
France,Male,NO,YES,146651.99,NO
Spain,Male,YES,YES,8227.91,NO
Spain,Female,NO,NO,57034.35,NO
France,Male,YES,NO,93003.21,NO
France,Female,YES,YES,165574.54,YES
France,Female,YES,NO,13566.48,YES
Spain,Female,NO,NO,82796.29,NO
Spain,Female,YES,NO,119830.08,NO
Germany,Male,NO,NO,72155.85,YES
France,Female,YES,NO,62762.12,NO
Spain,Female,YES,NO,183235.33,NO
France,Female,YES,YES,105206.48,NO
Germany,Male,YES,NO,22512.44,YES
France,Male,YES,YES,122305.91,NO
Spain,Male,YES,NO,173617.09,NO
France,Male,YES,NO,160670.37,NO
Spain,Male,YES,NO,158958.9,NO
Germany,Male,YES,NO,93073.04,NO
Spain,Male,YES,NO,67238.01,NO
France,Male,NO,NO,172576.56,NO
France,Female,YES,YES,122580.48,NO
France,Male,YES,YES,149043.78,NO
Germany,Male,YES,YES,105218.45,NO
France,Female,YES,YES,78463.99,YES
Spain,Female,YES,YES,160849.43,YES
Germany,Female,YES,NO,87834.24,NO
Germany,Male,YES,NO,166317.71,NO
France,Male,YES,YES,137309.06,NO
France,Male,YES,YES,166984.44,NO
Germany,Female,YES,NO,166996.46,YES
Spain,Female,YES,NO,188022.44,NO
Spain,Male,NO,NO,194467.23,NO
Germany,Male,YES,YES,125449.47,NO
France,Female,YES,NO,137452.57,NO
France,Female,NO,YES,123475.88,YES
Spain,Female,NO,NO,38941.44,YES
Germany,Female,NO,NO,177852.57,YES
Germany,Female,YES,YES,31532.96,YES
Spain,Male,YES,NO,136377.21,NO
France,Female,NO,NO,130541.1,NO
Germany,Male,YES,YES,65636.92,NO
France,Male,YES,NO,193305.35,NO
France,Male,YES,NO,47307.9,NO
France,Male,NO,NO,100809.99,NO
France,Male,YES,NO,109145.2,NO
Spain,Male,NO,YES,91167.19,YES
Germany,Male,YES,NO,175295.89,YES
Germany,Male,YES,YES,127433.47,NO
France,Female,YES,YES,71167.17,YES
Germany,Male,YES,YES,111184.67,NO
France,Female,YES,YES,141756.32,NO
Spain,Male,YES,NO,72678.75,YES
France,Male,YES,YES,172832.9,NO
France,Female,YES,NO,158086.33,NO
Germany,Male,YES,YES,168184.62,YES
Germany,Male,YES,YES,72950.14,NO
France,Male,YES,NO,48378.4,NO
Germany,Male,YES,YES,23135.65,YES
France,Male,YES,NO,65675.47,NO
France,Male,YES,NO,170676.67,NO
Germany,Female,YES,YES,27366.77,NO
Spain,Male,YES,YES,152479.64,YES
Germany,Male,NO,YES,105383.49,NO
Spain,Male,YES,YES,48189.94,NO
Germany,Female,YES,YES,100324.01,NO
France,Male,YES,YES,65657.29,NO
France,Female,NO,NO,17682.02,YES
Spain,Male,NO,NO,111342.66,YES
France,Male,NO,YES,134158.09,YES
France,Male,YES,NO,79176.09,YES
Spain,Female,YES,YES,83103.46,NO
Spain,Male,NO,YES,63908.86,NO
Spain,Female,NO,YES,90896.04,NO
Spain,Male,YES,YES,76076.2,NO
Spain,Male,NO,YES,103902.11,NO
France,Male,YES,YES,142223.94,NO
Germany,Male,YES,NO,147533.09,NO
France,Female,YES,YES,169156.64,NO
Spain,Male,YES,NO,141242.57,NO
Germany,Male,YES,YES,149458.73,NO
France,Female,YES,YES,86950.72,NO
France,Male,YES,YES,176925.69,NO
Spain,Male,YES,NO,40357.39,NO
Germany,Female,NO,YES,26687.22,YES
France,Male,NO,NO,78702.98,YES
Spain,Male,YES,NO,176163.74,NO
Germany,Male,NO,NO,4896.11,YES
France,Female,NO,NO,114899.13,NO
France,Female,NO,NO,92220.12,YES
Spain,Female,YES,NO,6251.3,NO
Spain,Male,YES,NO,43018.82,YES
France,Male,YES,YES,27548.06,NO
Spain,Female,YES,YES,120454.2,NO
Germany,Male,NO,YES,133961.19,NO
France,Male,YES,YES,131753.97,NO
France,Female,NO,NO,38019.74,NO
Germany,Male,YES,YES,28144.07,YES
Spain,Male,YES,YES,45959.86,NO
France,Female,YES,NO,189528.72,NO
France,Male,YES,NO,170481.98,NO
France,Male,YES,NO,94845.45,NO
Spain,Male,YES,YES,161253.08,NO
France,Male,YES,YES,115260.72,NO
Germany,Female,YES,YES,60721.4,NO
France,Female,NO,NO,121365.45,NO
France,Male,NO,YES,101693.73,NO
Spain,Female,YES,YES,54132.93,NO
Spain,Male,YES,YES,10666.05,NO
France,Female,YES,NO,41227.67,NO
France,Female,YES,NO,10712.82,NO
France,Female,NO,NO,98912.69,YES
France,Female,YES,NO,197202.48,NO
France,Female,YES,NO,150720.39,NO
France,Female,NO,YES,74780.13,NO
France,Male,NO,YES,79377.45,NO
France,Male,YES,YES,8763.87,NO
Germany,Male,NO,YES,177112.7,NO
Spain,Female,YES,YES,85016.64,YES
France,Male,YES,YES,88689.4,NO
France,Female,NO,NO,95985.64,NO
France,Female,YES,YES,166792.71,NO
France,Male,YES,YES,68730.91,NO
Germany,Male,NO,NO,146891.07,YES
Germany,Female,NO,NO,148727.42,NO
Spain,Female,YES,NO,43134.58,NO
Germany,Male,YES,YES,40318.33,NO
France,Female,YES,NO,97633.93,NO
France,Female,YES,NO,65069.03,NO
France,Female,YES,NO,166335.0,NO
France,Female,YES,NO,121904.44,NO
Spain,Male,YES,YES,175235.99,NO
France,Male,YES,NO,56185.05,NO
Spain,Female,YES,NO,131625.14,NO
France,Female,YES,NO,152323.04,NO
France,Female,NO,NO,165840.94,NO
Germany,Male,YES,YES,176692.65,NO
France,Male,YES,NO,121904.14,NO
Germany,Female,YES,NO,123663.63,NO
Germany,Male,NO,NO,119644.59,YES
France,Male,YES,NO,66825.33,NO
Germany,Female,NO,NO,94875.03,YES
Spain,Male,NO,YES,76304.73,NO
France,Male,NO,YES,39755.0,NO
France,Female,YES,YES,180142.42,NO
France,Male,YES,NO,83238.4,NO
Germany,Male,NO,YES,5078.9,NO
Germany,Female,NO,YES,132424.69,YES
France,Female,YES,YES,109057.56,NO
France,Male,YES,NO,115676.61,NO
France,Male,YES,NO,149401.33,NO
France,Female,NO,NO,89891.4,YES
France,Female,NO,NO,82500.84,NO
France,Male,YES,NO,6416.92,NO
Germany,Female,YES,NO,189428.75,YES
Germany,Male,YES,NO,178833.34,NO
Germany,Male,YES,YES,42766.03,NO
Spain,Male,YES,NO,90883.12,NO
Spain,Female,YES,NO,80619.09,NO
Germany,Male,NO,YES,120646.4,NO
Spain,Male,NO,NO,41409.36,NO
France,Female,NO,NO,112317.89,NO
France,Female,NO,NO,152128.36,NO
France,Female,NO,YES,177670.57,NO
Germany,Female,YES,NO,189159.97,NO
Germany,Male,NO,YES,159403.68,NO
Spain,Male,YES,YES,149536.15,NO
France,Male,YES,YES,155492.87,NO
France,Male,NO,NO,24847.02,NO
France,Male,YES,YES,115387.4,NO
Germany,Female,YES,NO,171971.25,YES
Germany,Male,NO,YES,126106.4,NO
Germany,Female,YES,YES,28228.35,NO
France,Female,YES,NO,138113.71,NO
Germany,Male,YES,YES,43018.98,NO
Spain,Male,YES,NO,83611.45,YES
France,Female,YES,YES,118863.38,NO
Germany,Male,YES,YES,91947.74,NO
Spain,Male,NO,NO,94488.82,NO
Germany,Female,NO,NO,47058.21,NO
Germany,Female,NO,YES,44719.5,YES
Spain,Male,YES,NO,174478.54,NO
Spain,Male,NO,NO,45611.51,NO
Germany,Male,NO,NO,73853.94,YES
Spain,Male,YES,YES,196517.43,NO
Spain,Female,NO,YES,92914.67,NO
France,Male,YES,YES,31372.91,NO
France,Female,YES,YES,109733.73,NO
France,Male,NO,YES,36083.96,NO
Spain,Female,NO,YES,188435.38,NO
Germany,Female,YES,YES,169963.2,YES
France,Male,YES,YES,69320.97,NO
France,Male,YES,NO,36145.53,NO
Spain,Female,NO,NO,137702.01,YES
France,Male,YES,NO,71594.26,NO
France,Female,NO,YES,65565.92,NO
Spain,Female,NO,NO,101828.39,NO
France,Male,NO,NO,39546.32,NO
Germany,Female,YES,YES,110805.79,NO
France,Male,YES,YES,2168.13,NO
France,Female,YES,NO,190067.12,NO
Spain,Female,YES,YES,77789.01,NO
Spain,Male,YES,YES,127654.37,NO
France,Male,NO,NO,79602.86,NO
France,Female,YES,YES,80619.17,NO
Spain,Male,NO,YES,160346.3,NO
Spain,Female,YES,NO,109638.78,YES
France,Female,YES,YES,1276.87,NO
France,Male,YES,NO,49374.82,NO
Germany,Female,YES,NO,31580.8,YES
Germany,Male,YES,NO,20560.69,NO
France,Male,NO,YES,84584.69,NO
France,Female,NO,YES,15246.83,NO
France,Male,YES,NO,32607.77,YES
Germany,Female,YES,YES,155846.69,NO
France,Male,YES,YES,3232.82,NO
France,Male,YES,NO,177668.55,NO
France,Male,NO,NO,134441.6,NO
France,Male,YES,NO,111032.79,YES
France,Female,YES,YES,45214.04,NO
France,Male,YES,NO,67208.3,NO
France,Female,YES,NO,80985.88,NO
France,Male,YES,YES,167573.06,NO
France,Female,NO,YES,160110.65,NO
France,Male,YES,YES,127825.25,NO
Germany,Male,YES,YES,123535.05,NO
France,Male,YES,YES,41595.3,NO
France,Male,NO,YES,97628.08,NO
France,Male,YES,NO,91359.79,NO
France,Male,YES,YES,97755.29,NO
France,Female,NO,NO,182528.44,NO
France,Male,YES,YES,142956.48,NO
Spain,Male,YES,NO,10789.3,NO
France,Female,NO,YES,130461.09,NO
Germany,Female,YES,NO,190994.48,YES
Spain,Male,YES,YES,159463.8,NO
Germany,Female,YES,YES,57589.29,NO
Germany,Female,NO,NO,40437.67,NO
Spain,Male,NO,NO,56459.45,NO
France,Male,YES,NO,39920.0,YES
Spain,Male,NO,YES,148798.45,NO
France,Female,YES,YES,63737.19,YES
France,Male,YES,YES,154997.64,NO
France,Male,YES,NO,34777.23,NO
Germany,Male,NO,NO,93718.16,NO
France,Male,YES,NO,133112.41,NO
France,Male,YES,NO,175479.92,YES
France,Male,YES,NO,96.27,NO
Spain,Male,YES,NO,30804.68,NO
France,Female,NO,YES,197193.49,NO
Germany,Female,YES,NO,96792.15,NO
France,Male,YES,NO,132719.8,NO
Germany,Male,YES,YES,112157.31,NO
Spain,Male,YES,YES,38015.34,NO
Spain,Female,YES,YES,164018.98,NO
France,Male,YES,NO,46774.94,NO
Germany,Female,YES,YES,189664.43,NO
Germany,Male,YES,YES,26106.39,YES
Germany,Male,YES,NO,191535.11,YES
France,Male,YES,NO,158937.55,NO
Spain,Female,YES,YES,25222.6,YES
Spain,Male,YES,YES,29296.74,NO
Spain,Male,YES,NO,54394.28,NO
Spain,Male,YES,NO,9234.06,NO
Germany,Male,NO,YES,26796.73,NO
Germany,Male,NO,YES,11796.89,NO
Germany,Male,YES,YES,128461.29,NO
France,Male,YES,YES,14278.18,NO
France,Male,YES,NO,46811.77,NO
Germany,Male,YES,NO,109393.19,YES
Spain,Female,YES,NO,3966.5,YES
France,Male,YES,YES,63173.64,NO
France,Male,YES,NO,66367.33,NO
Spain,Female,YES,YES,16274.67,NO
France,Male,YES,YES,180553.48,NO
Germany,Male,YES,NO,107563.16,YES
France,Female,YES,YES,100941.57,NO
Spain,Female,YES,NO,110230.4,NO
Spain,Male,NO,NO,142331.85,NO
Spain,Male,YES,NO,199099.51,NO
Spain,Male,YES,YES,85890.16,NO
France,Male,NO,NO,143938.27,NO
Spain,Female,NO,YES,131644.41,NO
Spain,Female,YES,NO,112395.98,NO
Germany,Male,YES,YES,71856.3,NO
Germany,Female,YES,YES,35770.84,NO
France,Female,YES,YES,124364.63,NO
France,Female,YES,YES,78101.29,NO
Germany,Female,NO,NO,143096.49,YES
Germany,Male,YES,NO,14073.11,NO
France,Male,YES,NO,47388.41,NO
Spain,Male,NO,NO,72306.07,NO
Spain,Male,YES,NO,184839.7,YES
France,Male,YES,YES,47886.44,NO
France,Male,NO,YES,130474.03,NO
Spain,Male,NO,YES,73181.39,YES
France,Female,YES,YES,65706.86,NO
Germany,Female,YES,YES,104379.36,NO
Germany,Female,NO,YES,192146.63,YES
France,Male,YES,YES,66977.68,NO
Spain,Female,YES,NO,158742.81,NO
France,Female,YES,YES,189414.74,NO
Spain,Male,YES,NO,159130.32,NO
France,Male,NO,NO,97640.2,NO
France,Male,YES,YES,86022.09,NO
Germany,Female,YES,NO,10014.72,YES
Germany,Male,YES,NO,17384.21,NO
France,Female,YES,YES,143315.57,NO
Spain,Female,YES,NO,31669.18,NO
France,Female,NO,NO,12761.16,NO
Germany,Male,YES,NO,93429.95,NO
France,Female,YES,YES,42012.55,NO
France,Female,YES,NO,15798.7,NO
Spain,Female,YES,YES,56408.14,NO
France,Female,YES,NO,4696.44,NO
Spain,Male,YES,YES,25042.1,NO
France,Male,YES,NO,130442.08,YES
France,Male,YES,YES,136521.82,NO
Spain,Male,YES,YES,199108.88,NO
France,Male,NO,NO,124596.63,NO
France,Female,NO,NO,134394.78,NO
France,Male,NO,NO,144275.39,NO
Spain,Male,YES,YES,123410.23,NO
Spain,Female,YES,NO,143298.06,NO
France,Female,YES,YES,129562.74,NO
Spain,Female,YES,YES,4595.05,NO
France,Male,YES,YES,146715.07,NO
Germany,Female,YES,YES,163558.36,NO
Spain,Male,NO,NO,6947.09,NO
Spain,Female,YES,NO,9170.54,NO
France,Male,YES,YES,199674.83,NO
France,Male,YES,NO,157166.79,YES
France,Male,YES,NO,46072.52,NO
France,Female,NO,NO,3524.69,NO
Spain,Female,NO,YES,45563.94,NO
France,Male,NO,YES,59103.13,NO
France,Female,YES,YES,189558.44,NO
France,Female,NO,NO,45779.9,NO
France,Male,YES,YES,21859.06,NO
Germany,Female,NO,NO,162699.7,YES
Germany,Male,YES,NO,8567.18,NO
Spain,Female,YES,NO,132943.88,NO
Spain,Female,YES,YES,12916.32,YES
Spain,Female,YES,YES,128799.86,NO
Spain,Female,YES,NO,99347.8,YES
Germany,Female,YES,NO,40980.87,YES
France,Male,YES,YES,40368.65,NO
France,Male,NO,YES,94738.54,NO
Spain,Male,YES,YES,88842.8,NO
Germany,Female,YES,NO,136934.91,NO
Germany,Female,YES,YES,109356.53,NO
France,Female,NO,NO,199635.93,NO
Germany,Female,YES,NO,158408.23,NO
Spain,Female,YES,YES,95936.84,NO
Spain,Male,YES,YES,126688.83,YES
France,Female,YES,NO,150850.29,NO
France,Male,NO,YES,27802.0,NO
Spain,Male,YES,NO,32430.94,YES
France,Female,YES,NO,137332.37,YES
Spain,Male,YES,YES,28601.68,NO
France,Female,YES,NO,108411.66,NO
France,Female,NO,YES,122518.5,NO
France,Female,YES,NO,9015.07,NO
Spain,Male,NO,YES,94433.08,YES
France,Male,YES,NO,110371.84,NO
Spain,Male,YES,YES,141364.62,YES
France,Female,YES,YES,16245.25,NO
France,Male,NO,YES,108348.94,YES
Germany,Male,NO,YES,171668.2,NO
France,Male,YES,NO,67364.42,NO
France,Female,NO,YES,107867.38,NO
France,Male,YES,NO,194310.1,NO
Spain,Male,NO,NO,33950.08,NO
Spain,Male,NO,NO,197588.32,NO
France,Female,YES,YES,428.23,NO
France,Female,NO,YES,34948.77,NO
Germany,Male,YES,NO,82084.3,NO
France,Male,YES,NO,64804.59,NO
Germany,Female,YES,NO,83556.65,NO
Germany,Female,NO,NO,71926.28,YES
Spain,Female,YES,YES,122925.44,NO
Spain,Male,YES,NO,13133.88,NO
France,Female,YES,NO,62845.64,YES
France,Female,NO,NO,28411.23,NO
Spain,Female,NO,YES,28640.92,YES
Spain,Female,NO,NO,156787.34,YES
Germany,Female,NO,YES,125307.87,NO
Germany,Male,YES,NO,131736.23,NO
Spain,Female,YES,YES,128262.14,NO
Spain,Female,YES,NO,91366.42,NO
Spain,Male,YES,NO,82290.81,NO
France,Female,YES,NO,66190.21,NO
France,Female,NO,YES,23920.65,NO
France,Female,NO,YES,45438.38,NO
France,Male,YES,YES,93360.35,NO
France,Male,NO,YES,14496.67,NO
France,Male,NO,NO,168521.72,NO
Spain,Female,YES,YES,103318.44,NO
France,Male,YES,YES,87219.41,NO
France,Male,YES,YES,197490.39,YES
Germany,Female,YES,NO,126812.63,YES
France,Male,YES,NO,94283.09,NO
France,Female,YES,NO,46857.52,NO
Germany,Female,YES,NO,81491.7,YES
Germany,Male,YES,YES,129107.97,NO
Spain,Female,YES,YES,49732.9,NO
France,Male,NO,YES,88728.47,NO
France,Female,YES,YES,86981.45,NO
France,Female,YES,NO,3740.93,NO
France,Male,NO,NO,67949.32,NO
France,Female,YES,YES,147636.46,NO
Germany,Male,YES,NO,188891.96,YES
France,Male,NO,YES,25482.62,NO
France,Female,YES,YES,18391.93,NO
France,Male,NO,YES,140168.36,NO
Germany,Male,NO,YES,161064.29,NO
France,Female,NO,YES,183542.08,NO
France,Female,YES,NO,194238.92,NO
France,Male,NO,NO,7900.46,NO
Spain,Male,YES,YES,51424.29,NO
Germany,Male,YES,NO,152450.84,YES
France,Male,NO,NO,55816.2,NO
France,Female,YES,YES,32909.13,NO
Spain,Male,YES,YES,100637.07,NO
France,Female,NO,NO,142911.99,NO
Spain,Female,YES,NO,26287.21,NO
Germany,Male,NO,NO,60775.76,YES
France,Male,YES,YES,146257.77,NO
France,Male,YES,YES,28332.0,NO
France,Female,YES,YES,100919.19,NO
France,Male,YES,YES,102591.9,YES
Spain,Male,YES,YES,25554.4,NO
France,Female,YES,NO,152107.93,YES
France,Male,YES,YES,69381.05,NO
Spain,Female,NO,YES,101728.46,NO
France,Male,NO,NO,89040.61,NO
Germany,Female,YES,YES,16910.98,NO
France,Male,YES,NO,150468.35,NO
France,Female,YES,YES,177613.19,NO
Germany,Female,YES,NO,120672.09,NO
France,Male,NO,YES,77142.85,NO
France,Male,NO,YES,127804.66,YES
Spain,Male,NO,NO,158344.63,NO
Spain,Female,YES,YES,167179.48,NO
Spain,Male,YES,YES,15404.64,NO
Spain,Female,YES,YES,156036.19,NO
Spain,Male,NO,YES,144725.14,NO
France,Female,NO,NO,22558.74,NO
France,Female,NO,NO,147342.03,NO
Germany,Male,YES,NO,85470.45,YES
France,Male,YES,YES,194656.11,NO
Spain,Female,YES,YES,48505.1,NO
Spain,Female,NO,NO,101491.23,NO
Germany,Female,YES,YES,164117.69,NO
France,Male,YES,YES,124626.57,NO
Germany,Male,YES,YES,34490.06,NO
France,Male,YES,YES,90967.37,NO
Germany,Female,NO,NO,24208.84,YES
Germany,Female,NO,YES,174873.09,NO
Spain,Male,YES,NO,170262.97,NO
France,Female,YES,YES,112289.06,NO
Germany,Male,YES,YES,93783.0,NO
France,Female,YES,YES,150026.79,NO
France,Female,YES,YES,102036.82,NO
France,Male,YES,YES,898.51,NO
France,Male,YES,YES,95124.4,NO
France,Female,NO,NO,11514.39,NO
France,Male,NO,YES,27468.72,NO
France,Female,YES,NO,37092.43,NO
France,Male,YES,NO,171587.9,NO
Spain,Male,NO,YES,80828.78,NO
France,Male,YES,NO,169287.99,NO
Spain,Female,NO,NO,13197.44,NO
Germany,Male,YES,NO,54439.53,NO
France,Female,YES,NO,38186.85,NO
Germany,Female,YES,NO,27274.6,YES
Spain,Male,YES,YES,65758.19,NO
France,Female,YES,NO,97767.63,NO
Spain,Male,YES,YES,115468.84,YES
Germany,Female,YES,NO,98293.14,NO
Germany,Male,NO,NO,182059.28,NO
Spain,Female,NO,YES,128538.05,NO
France,Male,YES,YES,108841.83,NO
France,Male,YES,YES,18581.84,NO
France,Male,NO,YES,146821.42,NO
France,Male,NO,NO,100727.68,NO
Germany,Male,YES,NO,39356.38,NO
France,Female,NO,NO,169921.11,YES
Germany,Female,YES,NO,42364.75,YES
Spain,Male,YES,NO,28823.04,NO
Germany,Female,NO,YES,182436.81,YES
France,Male,YES,NO,115700.2,NO
Spain,Female,YES,NO,16725.53,NO
France,Male,YES,YES,56875.76,NO
France,Male,YES,NO,56214.09,NO
Spain,Female,YES,YES,193412.05,NO
France,Male,NO,NO,83263.04,NO
Spain,Male,NO,YES,13404.4,NO
France,Female,YES,YES,184474.15,YES
France,Male,YES,YES,121124.53,NO
Spain,Female,NO,YES,152567.75,YES
France,Male,YES,NO,10722.54,NO
Spain,Male,NO,NO,58010.98,NO
Germany,Female,YES,NO,163440.8,YES
Spain,Female,YES,YES,102606.92,NO
Spain,Male,YES,YES,80591.18,NO
France,Female,YES,NO,177362.45,NO
France,Male,YES,NO,120257.7,YES
France,Male,YES,YES,180622.02,NO
Spain,Female,NO,NO,130404.53,NO
Spain,Female,NO,YES,147797.54,NO
France,Male,NO,YES,57844.26,NO
France,Male,YES,NO,162523.66,NO
Germany,Female,YES,YES,54495.82,NO
Germany,Female,NO,YES,169183.66,NO
France,Male,NO,YES,80262.91,NO
Germany,Male,NO,YES,8751.59,NO
Germany,Female,YES,YES,102628.98,NO
France,Male,YES,YES,94823.95,NO
Germany,Male,NO,NO,90821.66,NO
Germany,Female,YES,NO,153194.32,YES
Spain,Male,YES,NO,87310.59,NO
Germany,Female,YES,NO,146411.41,YES
Spain,Male,YES,YES,74048.1,YES
Spain,Female,YES,YES,23386.77,YES
Germany,Female,YES,YES,92898.17,NO
Spain,Male,YES,YES,45956.05,NO
Spain,Female,YES,NO,71738.56,NO
France,Male,YES,NO,103560.98,NO
Germany,Male,YES,YES,52367.29,NO
