Geography,Gender,Age,Balance,HasCrCard,IsActiveMember,EstimatedSalary,Exited
France,Male,34,117468.67,YES,NO,185227.42,NO
France,Female,27,0.0,NO,NO,125244.18,NO
France,Female,27,0.0,YES,NO,163113.41,NO
France,Male,42,0.0,NO,NO,123006.91,NO
France,Male,40,0.0,YES,NO,40463.03,NO
France,Female,29,153040.03,YES,YES,131363.57,YES
Germany,Male,45,142084.04,YES,NO,188305.85,YES
France,Female,30,0.0,YES,NO,143994.86,NO
France,Male,32,112079.58,NO,NO,89368.59,NO
Spain,Male,66,132044.6,YES,YES,158365.89,NO
Spain,Female,46,66582.81,YES,NO,78753.12,YES
France,Female,33,0.0,YES,YES,100408.31,NO
France,Female,39,0.0,YES,YES,24677.54,NO
France,Male,33,0.0,YES,YES,39570.78,NO
France,Female,38,102895.1,NO,NO,155665.76,NO
Spain,Male,42,0.0,YES,YES,168294.27,NO
Germany,Male,27,117578.35,NO,YES,87908.01,NO
France,Male,47,198546.1,YES,NO,191198.92,YES
Spain,Female,39,0.0,NO,NO,191207.03,NO
France,Female,31,0.0,YES,NO,128954.05,NO
Germany,Male,28,116623.31,NO,YES,59905.29,NO
Spain,Male,49,0.0,YES,NO,162012.6,NO
France,Male,36,0.0,NO,YES,19231.98,NO
Spain,Male,54,0.0,YES,YES,175749.36,NO
France,Female,44,105770.7,YES,NO,60533.96,YES
France,Female,48,0.0,YES,NO,137508.42,YES
France,Female,39,94435.45,NO,YES,189430.86,NO
Germany,Female,39,112889.91,NO,YES,6723.66,NO
France,Female,53,0.0,YES,NO,41371.68,YES
Germany,Female,43,127940.47,NO,NO,125140.72,YES
Germany,Female,36,129745.1,YES,YES,143683.75,NO
France,Male,32,0.0,YES,YES,170770.44,NO
France,Female,30,0.0,NO,YES,157397.57,NO
Germany,Female,46,141535.52,YES,NO,50595.15,YES
France,Female,47,139914.27,YES,YES,50390.98,NO
France,Male,41,120243.49,YES,NO,163150.03,YES
France,Male,34,91835.16,NO,NO,138280.17,NO
Spain,Male,37,0.0,NO,NO,135067.02,NO
Spain,Female,22,67178.19,YES,YES,163534.75,YES
Spain,Female,31,0.0,NO,NO,86657.48,NO
Spain,Male,38,115378.94,NO,YES,162087.82,NO
Germany,Male,30,127786.28,YES,YES,28879.3,NO
France,Female,41,0.0,YES,YES,169203.51,YES
France,Female,33,64900.32,YES,NO,102426.12,NO
Germany,Male,53,109172.88,YES,NO,54676.1,YES
France,Female,55,0.0,YES,YES,18369.33,NO
Germany,Male,43,114091.38,NO,YES,159888.1,NO
France,Female,40,0.0,NO,YES,167636.15,NO
France,Male,32,0.0,YES,NO,138889.15,NO
France,Female,45,145933.27,YES,YES,199392.14,NO
Germany,Female,35,131504.73,YES,NO,189560.43,NO
Germany,Female,44,107926.02,NO,YES,17375.27,YES
Germany,Female,57,112281.6,YES,NO,140225.14,YES
France,Male,41,0.0,NO,YES,61018.85,NO
Spain,Male,29,0.0,YES,YES,51907.72,YES
Spain,Female,31,0.0,YES,NO,47018.75,NO
France,Male,33,124781.67,NO,YES,33700.52,NO
France,Female,39,132865.56,YES,YES,59636.43,YES
Germany,Female,38,129055.13,YES,NO,157147.59,NO
Germany,Male,76,96166.88,YES,YES,191393.26,NO
France,Female,40,165298.12,NO,YES,199862.75,NO
Spain,Female,33,0.0,YES,NO,20016.59,NO
France,Male,48,120682.53,YES,NO,30635.52,YES
Spain,Male,32,102773.15,NO,YES,117832.88,NO
Germany,Male,42,144386.32,YES,YES,22497.1,YES
Germany,Female,40,104449.8,YES,YES,747.88,NO
Spain,Male,35,137102.65,NO,NO,76870.81,NO
France,Female,30,142475.87,YES,YES,107848.24,NO
France,Female,43,0.0,YES,NO,103726.71,NO
Spain,Male,37,103195.2,YES,NO,178268.36,NO
France,Male,28,112070.44,NO,YES,126281.83,NO
France,Female,29,0.0,NO,YES,196651.72,NO
France,Male,35,96473.59,NO,NO,5962.3,NO
Spain,Male,37,0.0,YES,NO,21928.81,NO
Germany,Male,49,108437.89,NO,NO,127022.87,YES
France,Male,37,153195.59,YES,YES,162763.01,NO
France,Male,45,96877.21,YES,YES,113950.51,NO
France,Male,44,0.0,NO,YES,104930.46,NO
France,Female,38,0.0,NO,NO,52337.97,YES
France,Female,40,95452.89,NO,YES,179964.55,NO
Spain,Male,41,63873.56,YES,NO,83753.64,NO
France,Female,24,148298.59,NO,NO,182913.95,NO
Spain,Female,31,0.0,YES,NO,166720.28,NO
Germany,Female,37,143258.85,YES,NO,192721.98,NO
Germany,Male,37,121342.24,YES,YES,180241.44,NO
Germany,Female,28,99152.73,YES,NO,48475.12,NO
France,Female,41,0.0,YES,NO,126551.48,NO
Spain,Male,33,68423.89,YES,YES,64872.55,NO
Spain,Female,35,0.0,YES,NO,98031.53,YES
Germany,Female,25,79656.81,YES,NO,93524.22,NO
France,Male,35,0.0,YES,YES,56991.66,NO
France,Female,53,110240.04,NO,NO,183980.56,YES
France,Female,32,125321.84,YES,YES,130234.63,NO
France,Male,27,0.0,YES,NO,32454.26,NO
France,Female,32,84378.9,YES,YES,75396.43,NO
France,Male,45,0.0,NO,NO,167756.45,NO
Germany,Male,35,136281.41,YES,YES,24799.47,NO
France,Male,59,119380.37,YES,YES,60429.43,NO
Germany,Male,62,108716.59,YES,YES,74241.09,NO
France,Female,20,0.0,NO,YES,78310.82,NO
Spain,Male,28,0.0,YES,NO,119419.37,NO
France,Female,31,106596.29,NO,NO,91305.77,NO
France,Female,37,99546.25,NO,YES,25136.95,YES
France,Female,30,0.0,YES,NO,193880.6,YES
France,Female,41,0.0,YES,NO,47856.78,NO
Spain,Male,19,112615.86,YES,YES,4491.77,NO
Spain,Female,22,0.0,YES,YES,101311.95,NO
France,Female,24,0.0,NO,YES,38830.72,NO
France,Female,31,0.0,YES,NO,26817.23,NO
France,Male,28,75381.15,YES,YES,199727.72,NO
Spain,Female,24,0.0,YES,YES,67445.85,NO
Spain,Male,33,0.0,YES,NO,161002.29,NO
Spain,Male,38,0.0,YES,NO,20778.39,NO
Germany,Female,45,123086.39,YES,YES,41042.4,YES
France,Female,26,0.0,YES,NO,67484.16,NO
Spain,Male,37,0.0,YES,NO,121763.68,NO
Spain,Male,48,109472.47,YES,NO,157358.43,YES
Spain,Male,59,155766.05,YES,YES,110275.17,NO
Germany,Male,38,101985.81,NO,NO,43801.27,NO
France,Female,34,96019.5,NO,NO,9085.0,NO
France,Male,30,0.0,NO,YES,143086.09,NO
Spain,Female,35,0.0,NO,YES,100556.98,NO
France,Female,35,147900.43,YES,NO,140000.29,NO
France,Male,52,100755.66,YES,YES,186775.25,NO
Spain,Female,35,0.0,YES,NO,133570.43,YES
France,Female,33,83036.05,NO,YES,154990.58,YES
Spain,Male,27,125427.37,NO,NO,27654.44,NO
France,Female,46,98202.76,NO,NO,137763.93,NO
Spain,Male,41,72509.91,YES,NO,25723.73,NO
Germany,Male,44,140393.65,NO,YES,186285.52,NO
Spain,Female,50,142644.64,YES,YES,142208.5,YES
France,Female,44,23503.31,NO,YES,169862.01,YES
Spain,Male,33,145729.71,YES,NO,41365.85,NO
Germany,Female,40,122295.17,YES,YES,30812.84,NO
France,Male,39,0.0,YES,NO,155023.93,NO
Spain,Female,36,119799.27,YES,NO,159416.58,NO
Spain,Male,37,163708.58,NO,NO,76259.23,NO
France,Male,34,61687.33,YES,NO,105965.25,NO
France,Female,27,79144.34,NO,YES,50743.83,NO
Spain,Male,32,0.0,YES,YES,147720.27,NO
Germany,Female,27,104848.68,YES,YES,167387.36,NO
Spain,Male,26,0.0,NO,YES,95159.13,NO
Spain,Male,46,0.0,YES,YES,4654.28,NO
France,Male,45,0.0,YES,NO,130376.68,NO
France,Female,29,146652.01,YES,YES,173486.39,NO
France,Male,31,0.0,YES,NO,93881.75,NO
France,Male,46,0.0,YES,YES,36376.97,NO
Germany,Female,37,130622.34,YES,YES,128499.94,NO
Germany,Male,69,187013.13,NO,YES,105898.69,NO
Spain,Male,40,0.0,YES,YES,11959.03,NO
France,Female,36,0.0,NO,NO,98810.78,NO
Spain,Male,41,0.0,YES,NO,65906.07,NO
France,Male,44,98862.54,YES,NO,151516.7,NO
Spain,Female,45,0.0,YES,NO,37214.39,NO
Germany,Male,52,98443.14,NO,NO,92033.98,NO
Spain,Male,42,0.0,NO,NO,195692.3,NO
France,Female,47,0.0,YES,YES,6342.84,YES
Germany,Female,23,123575.51,NO,YES,95148.28,NO
France,Male,25,0.0,YES,YES,21215.67,NO
France,Male,31,105239.1,YES,YES,19700.24,NO
Germany,Male,56,110993.79,YES,NO,134396.64,YES
Spain,Male,44,0.0,YES,YES,135077.01,NO
Spain,Male,39,157691.98,YES,NO,133600.89,YES
Germany,Male,47,105245.21,NO,NO,99922.08,YES
Spain,Male,32,0.0,YES,YES,41399.33,NO
France,Male,31,117687.35,YES,YES,159344.43,NO
France,Male,23,0.0,YES,NO,18364.19,NO
Germany,Female,37,123067.63,YES,YES,98162.44,YES
France,Male,45,0.0,NO,NO,84663.21,NO
France,Female,34,0.0,NO,NO,36536.93,NO
France,Female,41,101457.14,YES,YES,79101.67,NO
Spain,Male,52,100549.43,YES,YES,16644.16,NO
Spain,Male,35,174588.8,NO,YES,158420.14,NO
Spain,Male,52,121161.57,YES,NO,48988.28,NO
France,Male,45,0.0,YES,YES,96862.56,NO
Germany,Female,36,90063.74,YES,YES,96366.7,NO
France,Female,45,0.0,YES,YES,146123.19,NO
France,Male,42,134936.97,NO,NO,135178.91,NO
France,Female,24,110495.27,YES,NO,158615.41,NO
Germany,Female,37,133200.09,NO,NO,71433.88,NO
France,Female,41,82596.8,NO,YES,55672.09,NO
Germany,Male,31,103837.75,YES,YES,150218.11,NO
Spain,Female,42,0.0,NO,NO,162734.31,YES
France,Male,52,93590.47,NO,YES,21228.71,YES
Germany,Male,40,104149.66,YES,NO,62027.9,NO
Germany,Male,38,114141.64,YES,YES,60988.21,YES
Germany,Female,31,117153.0,YES,YES,108675.01,NO
Germany,Male,45,156353.46,YES,NO,72643.95,YES
Spain,Male,37,175534.78,YES,YES,9241.52,NO
France,Female,27,135637.0,YES,NO,153080.4,YES
France,Female,30,0.0,YES,NO,72196.57,NO
France,Male,27,0.0,YES,YES,199527.34,NO
France,Male,26,0.0,NO,YES,156598.23,NO
Germany,Female,33,83415.04,NO,YES,74917.64,NO
Germany,Male,43,141859.12,YES,YES,111249.62,NO
Germany,Male,38,132767.66,YES,YES,59115.77,NO
France,Female,31,110635.32,YES,NO,148218.86,NO
Spain,Male,37,177657.35,YES,YES,77142.32,NO
Germany,Male,41,157777.58,YES,NO,67484.6,NO
Germany,Male,47,107915.94,YES,YES,63452.18,YES
Germany,Female,57,86568.75,NO,YES,103660.31,NO
Germany,Male,52,137755.76,YES,NO,163191.99,YES
France,Male,30,137262.71,YES,NO,62905.29,NO
Spain,Male,32,0.0,YES,YES,44323.22,YES
Spain,Female,36,0.0,YES,YES,97938.59,NO
France,Male,28,0.0,NO,YES,126565.21,NO
Germany,Male,50,116309.01,YES,NO,185360.4,YES
France,Female,34,131244.65,YES,NO,183229.02,NO
Germany,Male,28,125155.83,YES,YES,106024.02,NO
Germany,Male,35,140691.08,YES,NO,167810.26,NO
France,Male,41,58820.32,YES,YES,138536.09,NO
Germany,Female,26,105099.45,YES,YES,184520.0,YES
France,Male,31,0.0,NO,YES,20492.16,NO
France,Male,23,168372.52,YES,NO,134676.72,NO
Germany,Male,34,94682.56,YES,NO,138478.2,NO
Spain,Male,36,0.0,NO,YES,125557.95,NO
France,Female,44,0.0,YES,NO,82969.61,YES
France,Male,40,0.0,NO,YES,158071.69,NO
France,Male,73,146329.73,NO,YES,43615.67,NO
Spain,Male,37,0.0,YES,NO,119969.99,NO
France,Female,49,167962.7,NO,NO,140201.21,NO
France,Male,33,0.0,YES,YES,80792.83,NO
France,Male,40,0.0,YES,YES,141359.11,NO
France,Male,48,0.0,YES,NO,23344.94,NO
France,Male,44,116967.68,YES,NO,5075.17,YES
Spain,Female,33,0.0,YES,YES,95500.98,NO
Spain,Male,32,0.0,NO,YES,79082.62,NO
Germany,Female,34,93244.42,NO,YES,199805.63,NO
France,Female,29,0.0,NO,YES,52709.55,NO
France,Female,33,0.0,YES,NO,56583.88,NO
France,Male,35,0.0,NO,YES,3385.04,NO
Germany,Male,43,80442.06,NO,YES,12537.42,NO
Germany,Female,35,150561.03,NO,NO,64722.61,NO
France,Male,60,0.0,YES,YES,75246.21,YES
France,Female,34,125474.44,YES,NO,198929.84,NO
Germany,Female,33,127076.68,YES,NO,69011.66,NO
Spain,Female,25,0.0,YES,YES,52404.47,NO
Spain,Male,37,128650.11,YES,YES,163641.53,NO
Spain,Female,33,145580.61,YES,YES,154598.56,NO
France,Female,51,0.0,YES,NO,173989.47,YES
France,Male,47,144900.58,YES,NO,61315.37,YES
France,Female,37,0.0,YES,NO,143393.24,NO
France,Female,31,97588.6,NO,NO,124210.53,NO
France,Male,24,0.0,YES,YES,151460.84,NO
France,Female,38,0.0,YES,NO,20734.81,NO
Germany,Female,24,122200.31,YES,NO,43705.56,NO
Spain,Female,46,151709.33,YES,NO,180736.24,NO
Spain,Female,22,0.0,YES,NO,104170.48,NO
Spain,Female,33,122134.4,NO,YES,27867.59,NO
Germany,Male,31,137260.45,YES,NO,55387.28,NO
France,Female,30,88594.14,YES,NO,196332.45,NO
Spain,Male,34,0.0,YES,YES,116046.22,NO
Germany,Male,41,127205.32,YES,NO,93874.87,YES
Spain,Female,31,96997.09,NO,NO,76614.04,NO
France,Female,64,0.0,YES,YES,6076.62,NO
France,Male,31,142200.19,YES,YES,122221.71,NO
Germany,Female,39,160761.41,YES,YES,24156.03,NO
France,Male,26,0.0,YES,NO,135394.62,NO
Spain,Male,33,0.0,NO,NO,91340.02,NO
France,Male,29,0.0,YES,NO,146090.38,NO
France,Male,31,116234.61,YES,NO,172096.08,NO
Germany,Female,26,155143.52,NO,YES,135034.57,YES
France,Female,21,0.0,YES,NO,84008.66,NO
France,Male,38,0.0,NO,NO,91763.67,NO
France,Male,34,84009.47,YES,YES,137001.1,NO
Germany,Female,28,139246.22,YES,NO,106799.49,NO
Germany,Male,58,170113.0,NO,YES,10494.64,NO
Spain,Female,41,0.0,YES,YES,79866.73,YES
France,Male,64,145578.28,NO,YES,186172.85,NO
Spain,Male,75,126273.95,NO,YES,91673.6,NO
France,Female,26,162482.76,YES,YES,18458.2,NO
France,Male,29,0.0,YES,NO,8342.35,NO
France,Female,32,87814.89,YES,NO,138578.37,NO
Spain,Male,61,113858.95,YES,YES,38129.22,NO
Germany,Male,43,87612.64,YES,YES,107155.4,YES
France,Female,73,0.0,YES,YES,29792.11,NO
Germany,Male,26,106648.98,NO,YES,7063.6,NO
Spain,Male,31,0.0,YES,YES,21645.06,NO
Germany,Female,38,103653.51,YES,YES,137079.86,NO
Germany,Male,37,116880.53,NO,NO,172718.35,YES
Germany,Female,40,97990.49,NO,NO,106691.02,NO
Germany,Female,34,150635.3,YES,YES,72274.84,NO
Spain,Male,37,0.0,YES,YES,32246.63,NO
France,Male,39,129674.89,YES,NO,80552.36,NO
France,Female,37,0.0,YES,NO,16733.59,NO
France,Male,53,83568.26,NO,NO,1235.49,NO
Spain,Male,48,178144.91,NO,NO,50168.41,YES
Germany,Male,36,147137.74,YES,YES,33687.9,NO
France,Male,37,0.0,NO,YES,178705.45,YES
France,Male,36,114370.41,NO,YES,66810.48,NO
Germany,Female,47,108289.28,YES,YES,45859.55,YES
Germany,Male,39,149887.49,YES,NO,63846.36,NO
Spain,Female,43,170172.9,NO,YES,100236.02,NO
France,Male,27,0.0,YES,YES,19645.65,NO
France,Male,43,0.0,YES,NO,178393.68,NO
Germany,Female,28,64808.32,NO,NO,78591.15,NO
France,Female,56,62732.65,NO,YES,124954.56,NO
France,Female,41,0.0,YES,YES,3756.65,NO
France,Male,29,95167.55,YES,YES,152723.23,NO
Germany,Female,54,152508.99,YES,NO,187597.98,YES
Germany,Male,31,134644.19,YES,YES,70381.49,NO
Spain,Female,33,0.0,NO,NO,156792.89,NO
Germany,Female,31,51293.47,NO,NO,35534.68,NO
France,Male,41,0.0,NO,NO,151256.22,NO
Spain,Male,49,116622.73,NO,YES,51011.29,NO
Spain,Female,49,0.0,YES,NO,111190.53,NO
France,Male,33,198113.86,YES,NO,69664.35,NO
France,Female,29,85646.81,NO,NO,63233.02,YES
Spain,Male,51,0.0,NO,YES,40855.79,NO
France,Male,33,141234.98,YES,NO,95673.05,NO
France,Male,34,0.0,YES,YES,80234.14,NO
France,Female,40,77641.99,NO,NO,189051.59,YES
Spain,Male,30,0.0,YES,NO,145490.85,NO
Germany,Female,40,117304.29,NO,NO,196278.32,NO
Spain,Female,62,0.0,YES,YES,162889.1,NO
Germany,Male,36,92340.69,YES,YES,174667.58,NO
Germany,Male,35,146780.52,YES,YES,3476.38,NO
Spain,Male,41,144974.55,YES,YES,19344.92,NO
France,Male,47,0.0,YES,NO,95270.83,NO
France,Male,31,0.0,YES,YES,107759.31,NO
Spain,Male,43,0.0,YES,NO,118368.2,NO
Spain,Male,37,115137.26,YES,NO,52484.01,NO
France,Male,33,101952.97,YES,NO,178153.65,NO
France,Female,45,164649.52,YES,NO,49915.52,YES
France,Male,31,0.0,YES,YES,33747.03,NO
France,Male,32,91956.49,YES,YES,59961.81,NO
France,Male,39,0.0,YES,YES,18613.52,NO
Germany,Male,32,123938.6,YES,NO,198894.42,NO
Germany,Male,46,123571.77,NO,YES,57014.17,YES
France,Female,34,120777.88,YES,YES,131729.52,NO
Germany,Male,42,90248.79,YES,YES,79169.73,NO
France,Male,36,0.0,YES,NO,106472.34,NO
France,Male,71,0.0,NO,YES,17013.54,NO
Germany,Male,48,106396.48,YES,YES,150661.42,YES
Germany,Female,47,104887.43,NO,NO,86622.56,YES
France,Male,34,72079.71,YES,YES,115767.93,NO
France,Male,37,0.0,YES,NO,141998.89,NO
Spain,Male,36,0.0,YES,YES,182787.17,NO
France,Male,38,99844.68,NO,NO,187915.7,NO
France,Female,28,0.0,YES,YES,133267.78,NO
France,Male,26,156815.71,YES,YES,137476.09,NO
France,Male,47,146034.74,YES,YES,77146.14,NO
France,Male,27,152283.39,YES,NO,183271.15,NO
Germany,Female,33,118897.1,YES,YES,26362.4,NO
Germany,Male,52,96781.39,YES,YES,153373.71,NO
Germany,Male,33,102772.67,YES,NO,70705.58,NO
Spain,Female,20,0.0,YES,NO,119759.24,NO
Spain,Male,39,0.0,NO,NO,42392.24,NO
France,Male,40,150578.0,NO,YES,34670.62,YES
France,Female,46,0.0,NO,NO,82106.19,NO
France,Male,47,0.0,YES,NO,171774.5,NO
France,Female,48,0.0,NO,NO,149772.61,NO
France,Male,42,163548.07,YES,NO,38866.85,NO
France,Female,37,148580.12,YES,NO,35179.18,NO
Germany,Male,32,96709.07,NO,NO,41788.37,NO
Germany,Female,34,106011.59,YES,YES,17376.57,YES
Germany,Male,37,135650.88,YES,NO,199428.19,NO
Germany,Male,55,111362.76,YES,NO,16922.28,YES
France,Male,37,39344.83,YES,YES,178291.89,YES
Germany,Male,36,130809.77,YES,NO,152290.28,NO
France,Female,27,133009.51,YES,NO,126809.15,NO
Germany,Female,28,135337.49,YES,YES,40385.61,NO
France,Female,32,112536.57,YES,YES,34350.54,NO
Spain,Female,35,122570.69,NO,NO,199005.88,NO
France,Male,44,63562.02,NO,YES,52629.73,YES
France,Male,37,0.0,YES,YES,180012.39,NO
Germany,Male,44,100368.63,NO,NO,35342.33,NO
France,Male,37,0.0,YES,NO,109291.22,NO
Spain,Female,33,136082.0,YES,NO,62746.54,NO
Germany,Male,48,114169.16,NO,NO,173273.2,YES
France,Female,45,47884.92,YES,YES,54340.24,NO
Spain,Female,36,0.0,YES,YES,19302.78,NO
Spain,Male,24,0.0,NO,NO,10883.52,NO
France,Male,49,202904.64,YES,YES,17298.72,YES
France,Female,46,0.0,YES,YES,115779.48,YES
Spain,Male,43,161807.18,NO,YES,93228.86,YES
Germany,Male,52,110791.97,YES,NO,148704.77,YES
Spain,Female,33,0.0,YES,YES,150475.14,NO
Germany,Female,54,108755.0,YES,NO,40914.32,YES
Spain,Female,34,0.0,YES,NO,38587.7,NO
France,Female,72,0.0,YES,YES,171260.66,NO
Spain,Female,55,117294.12,YES,NO,94187.47,YES
Germany,Male,26,102251.14,YES,YES,145900.89,NO
France,Male,31,0.0,NO,NO,152298.28,NO
France,Male,22,0.0,YES,YES,99828.45,NO
France,Male,37,132057.92,YES,NO,34743.98,NO
France,Male,33,0.0,YES,NO,121189.3,YES
Germany,Female,35,114285.2,NO,YES,129660.59,NO
France,Female,41,0.0,YES,NO,145477.36,NO
Spain,Male,32,76087.98,NO,YES,151822.66,NO
France,Male,40,160272.27,YES,NO,49656.24,NO
Spain,Male,63,114552.6,YES,NO,73856.28,YES
France,Female,27,102000.17,YES,YES,116757.0,NO
Spain,Male,24,0.0,NO,NO,16319.56,NO
France,Female,33,137853.0,NO,YES,90273.85,NO
France,Male,27,0.0,YES,NO,161344.13,NO
Germany,Male,42,162318.61,YES,NO,121061.89,NO
Spain,Female,50,140292.58,NO,NO,69531.22,YES
France,Male,34,0.0,NO,YES,3756.23,NO
France,Female,34,0.0,NO,NO,114448.13,NO
France,Female,52,0.0,NO,YES,144045.08,YES
France,Male,24,126431.54,YES,NO,58781.11,NO
France,Female,41,123475.04,YES,YES,179227.52,NO
Germany,Female,45,97652.96,YES,NO,127332.33,NO
Spain,Male,42,0.0,NO,YES,86642.38,NO
Germany,Female,49,137455.99,YES,NO,184178.29,YES
France,Female,38,0.0,NO,YES,9551.49,NO
Germany,Female,33,99046.31,YES,YES,56053.06,NO
France,Male,33,0.0,YES,YES,1118.31,NO
Germany,Male,27,105907.42,YES,YES,195732.04,NO
Germany,Male,52,97720.35,YES,NO,175070.94,YES
France,Male,25,0.0,NO,YES,112331.19,NO
Spain,Male,43,97392.18,YES,NO,43956.83,NO
France,Male,29,0.0,YES,YES,115994.52,NO
Germany,Female,28,152812.58,YES,NO,166682.57,NO
France,Male,27,139301.68,YES,NO,99843.98,NO
France,Female,41,76319.64,YES,YES,141175.18,YES
Spain,Male,67,125919.35,YES,NO,175910.95,YES
France,Male,37,124348.38,NO,YES,176984.34,NO
France,Male,29,117199.8,YES,YES,43480.63,NO
Germany,Female,57,148384.64,NO,NO,155047.11,YES
Germany,Female,19,113905.48,YES,YES,176137.2,NO
Spain,Male,32,133476.09,NO,YES,154843.4,NO
France,Male,47,117879.32,YES,YES,8214.46,NO
France,Male,50,0.0,NO,YES,147075.69,NO
France,Male,34,122359.5,NO,NO,116495.55,NO
Spain,Female,28,0.0,YES,YES,31165.06,YES
Germany,Male,59,108585.35,YES,YES,192127.22,YES
France,Male,31,145875.74,YES,NO,137491.23,NO
Spain,Female,36,121542.57,YES,YES,186841.71,NO
Spain,Female,41,109508.68,NO,NO,86776.38,NO
Germany,Male,34,146407.11,YES,YES,72073.72,NO
France,Female,39,0.0,NO,NO,10662.58,NO
Germany,Male,35,112330.83,YES,YES,91001.02,NO
France,Female,35,90413.12,YES,YES,20555.21,NO
France,Male,34,105302.66,YES,YES,123164.97,NO
Spain,Female,35,0.0,YES,YES,143463.28,NO
France,Female,35,0.0,NO,NO,92131.54,NO
Germany,Female,35,121520.36,NO,NO,77178.42,NO
Spain,Female,43,103960.38,YES,YES,193650.16,NO
Germany,Male,39,102945.01,NO,NO,52861.89,NO
France,Female,24,92760.55,YES,NO,35896.75,NO
Spain,Male,37,0.0,YES,YES,149418.41,NO
Germany,Female,40,134590.21,YES,YES,46253.65,NO
France,Female,37,104255.03,YES,NO,86609.37,NO
Spain,Female,55,0.0,NO,NO,91943.94,YES
France,Male,41,0.0,YES,NO,128892.36,NO
France,Female,35,0.0,YES,NO,44830.71,NO
Germany,Male,50,121399.98,NO,YES,84508.44,YES
Germany,Male,35,147127.81,YES,YES,84760.7,NO
Spain,Male,31,125927.51,YES,NO,147661.47,NO
France,Female,25,0.0,NO,YES,82393.08,NO
Germany,Male,48,111599.32,NO,YES,135995.58,NO
France,Female,27,0.0,NO,NO,159800.16,NO
France,Male,38,0.0,YES,NO,14379.01,NO
France,Male,35,114212.6,YES,YES,74322.85,NO
Spain,Female,42,0.0,YES,YES,189016.24,YES
Spain,Male,41,115251.64,NO,NO,136435.75,NO
France,Male,43,0.0,YES,YES,78488.39,NO
France,Female,68,107571.61,NO,YES,113695.99,NO
France,Female,32,0.0,YES,NO,54628.11,NO
Germany,Female,45,152367.21,YES,NO,150835.21,YES
Germany,Male,39,130969.77,YES,YES,158891.79,NO
Germany,Female,25,97738.97,YES,YES,160523.33,NO
Spain,Male,34,0.0,YES,YES,180595.02,NO
Spain,Female,40,113794.22,YES,NO,16618.76,NO
Spain,Male,28,128396.33,YES,NO,79919.97,NO
Spain,Female,48,118207.69,NO,NO,186489.14,YES
Germany,Male,73,124730.26,YES,YES,51999.5,NO
France,Female,41,0.0,YES,NO,121299.14,NO
Spain,Male,52,136298.65,YES,NO,144593.3,YES
France,Female,38,0.0,NO,NO,178752.73,NO
France,Male,35,0.0,YES,YES,94148.3,NO
France,Male,34,0.0,YES,YES,77414.45,NO
France,Female,47,125724.95,YES,NO,63236.97,NO
France,Male,67,0.0,NO,YES,108645.85,NO
France,Male,38,0.0,YES,YES,95153.24,NO
Spain,Female,64,0.0,YES,NO,136079.64,YES
France,Male,46,95872.86,YES,NO,98273.01,YES
France,Male,33,0.0,YES,NO,113505.93,YES
France,Male,37,0.0,NO,YES,52525.15,YES
France,Male,37,74260.03,YES,NO,194617.98,NO
Germany,Male,35,123407.69,YES,NO,152541.89,YES
Spain,Male,33,123783.91,YES,YES,142903.44,NO
France,Male,24,0.0,YES,NO,182257.61,NO
France,Male,36,153880.15,NO,NO,135431.72,NO
France,Female,31,0.0,YES,YES,175697.87,NO
Germany,Female,32,106301.85,NO,YES,59061.25,NO
Spain,Female,40,0.0,NO,YES,131283.6,YES
France,Female,43,0.0,YES,NO,152499.8,NO
Germany,Male,44,138076.47,YES,NO,15523.09,YES
France,Female,30,135422.31,NO,YES,186418.85,NO
Spain,Female,37,0.0,YES,NO,32262.28,NO
France,Female,38,126875.62,YES,NO,128052.29,NO
Spain,Female,28,96381.68,YES,NO,181419.29,NO
Germany,Female,41,119703.1,YES,YES,109783.29,NO
Germany,Male,41,152102.18,YES,NO,181879.56,NO
Germany,Female,36,127675.39,YES,NO,74260.16,NO
Germany,Female,44,133776.86,NO,YES,49865.04,NO
Spain,Female,33,72788.03,YES,YES,103608.06,NO
Spain,Male,26,76226.9,YES,NO,167564.82,NO
Germany,Male,48,163630.76,NO,YES,41816.49,YES
Spain,Female,30,0.0,NO,NO,179066.58,NO
France,Female,46,0.0,NO,NO,109184.24,NO
France,Male,36,155423.17,YES,YES,199841.32,NO
Germany,Male,55,98710.89,YES,YES,83617.17,YES
Spain,Female,49,0.0,YES,NO,84863.85,YES
Spain,Male,41,126683.8,NO,YES,114775.53,NO
France,Male,33,140700.61,YES,NO,103557.93,NO
Germany,Male,30,168078.83,YES,NO,85028.36,YES
Spain,Male,44,107726.93,YES,NO,153064.87,NO
France,Female,33,0.0,YES,YES,38784.42,NO
Spain,Female,63,0.0,YES,YES,186526.12,NO
Germany,Female,21,35741.69,YES,NO,28789.94,NO
Germany,Female,53,98268.84,NO,YES,45038.29,YES
France,Female,20,133800.98,NO,YES,150245.81,NO
France,Female,21,125682.79,NO,NO,57762.0,NO
France,Female,42,0.0,YES,NO,4292.72,NO
France,Male,26,130428.78,YES,NO,173365.89,NO
Spain,Male,37,0.0,YES,YES,119484.01,NO
Spain,Female,27,0.0,NO,NO,121821.16,NO
